,volume,year,month,rounded_hour,minute,hour_y,pressure,sea_pressure,count,direction,tollgate_id,window_time,window_time_formatted,is_festival,is_working_day,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,day_18,day_19,day_20,day_21,day_22,day_23,day_24,hour_8,hour_9,hour_17,hour_18,rounded_min_0,rounded_min_20,rounded_min_40,wind_direction_-0.0,wind_direction_30.0,wind_direction_60.0,wind_direction_75.0,wind_direction_90.0,wind_direction_105.0,wind_direction_120.0,wind_direction_165.0,wind_direction_195.0,wind_direction_210.0,wind_direction_225.0,wind_direction_315.0,wind_direction_330.0,wind_direction_345.0,wind_speed_0.0,wind_speed_1.0,wind_speed_2.0,wind_speed_3.0,wind_speed_4.0,wind_speed_6.0,temperature_18.0,temperature_20.0,temperature_22.0,temperature_24.0,rel_humidity_60.0,rel_humidity_70.0,rel_humidity_80.0,rel_humidity_90.0,precipitation_0.0,precipitation_1.0,precipitation_3.0,day,hour,vehicle_id,travel_time,count_traj
10,102.35,2016,10,18,0,18,1012.1,1017.1,1,0,2,2016-10-18-18-0,2016-10-18 18:00:00,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,18,18,1018901.0,64.6923076923,13.0
11,165.2,2016,10,18,0,18,1012.1,1017.1,1,0,3,2016-10-18-18-0,2016-10-18 18:00:00,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,18,18,1019541.0,126.571428571,14.0
12,291.09,2016,10,18,20,18,1012.1,1017.1,1,0,1,2016-10-18-18-20,2016-10-18 18:20:00,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,18,18,1017017.0,165.0,4.0
13,290.82,2016,10,18,20,18,1012.1,1017.1,1,0,2,2016-10-18-18-20,2016-10-18 18:20:00,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,18,18,1014413.0,71.1,10.0
14,73.6,2016,10,18,20,18,1012.1,1017.1,1,0,3,2016-10-18-18-20,2016-10-18 18:20:00,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,18,18,1017582.0,102.411764706,17.0
15,195.3,2016,10,18,40,18,1012.1,1017.1,1,0,1,2016-10-18-18-40,2016-10-18 18:40:00,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,18,18,1024861.0,201.25,4.0
16,244.95,2016,10,18,40,18,1012.1,1017.1,1,0,2,2016-10-18-18-40,2016-10-18 18:40:00,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,18,18,1027983.0,98.7272727273,11.0
17,159.55,2016,10,18,40,18,1012.1,1017.1,1,0,3,2016-10-18-18-40,2016-10-18 18:40:00,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,18,18,1021577.0,126.0,15.0
18,57.06,2016,10,6,0,6,1012.5,1017.5,1,0,1,2016-10-18-8-0,2016-10-18 08:00:00,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,18,8,1027247.0,115.666666667,3.0
19,54.82,2016,10,6,0,6,1012.5,1017.5,1,0,2,2016-10-18-8-0,2016-10-18 08:00:00,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,18,8,1019095.0,41.0,6.0
20,292.2,2016,10,6,0,6,1012.5,1017.5,1,0,3,2016-10-18-8-0,2016-10-18 08:00:00,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,18,8,1026275.0,80.0,5.0
21,67.83,2016,10,6,20,6,1012.5,1017.5,1,0,1,2016-10-18-8-20,2016-10-18 08:20:00,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,18,8,1015185.0,106.666666667,3.0
22,270.67,2016,10,6,20,6,1012.5,1017.5,1,0,2,2016-10-18-8-20,2016-10-18 08:20:00,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,18,8,1011533.0,39.0,6.0
23,44.67,2016,10,6,20,6,1012.5,1017.5,1,0,3,2016-10-18-8-20,2016-10-18 08:20:00,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,18,8,1012645.0,138.5,4.0
24,264.78,2016,10,6,40,6,1012.5,1017.5,1,0,1,2016-10-18-8-40,2016-10-18 08:40:00,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,18,8,1019365.0,118.833333333,6.0
25,241.46,2016,10,6,40,6,1012.5,1017.5,1,0,2,2016-10-18-8-40,2016-10-18 08:40:00,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,18,8,1017805.0,67.125,8.0
26,240.77,2016,10,6,40,6,1012.5,1017.5,1,0,3,2016-10-18-8-40,2016-10-18 08:40:00,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,18,8,1029576.0,188.875,8.0
27,156.14,2016,10,9,0,9,1013.0,1018.0,1,0,1,2016-10-18-9-0,2016-10-18 09:00:00,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,18,9,1017807.0,132.166666667,6.0
28,24.39,2016,10,9,0,9,1013.0,1018.0,1,0,2,2016-10-18-9-0,2016-10-18 09:00:00,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,18,9,1014194.0,48.6,5.0
29,198.88,2016,10,9,0,9,1013.0,1018.0,1,0,3,2016-10-18-9-0,2016-10-18 09:00:00,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,18,9,1019873.0,159.333333333,9.0
30,155.41,2016,10,9,20,9,1013.0,1018.0,1,0,1,2016-10-18-9-20,2016-10-18 09:20:00,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,18,9,1019090.0,136.0,1.0
31,290.95,2016,10,9,20,9,1013.0,1018.0,1,0,2,2016-10-18-9-20,2016-10-18 09:20:00,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,18,9,1017258.0,59.1111111111,9.0
32,131.36,2016,10,9,20,9,1013.0,1018.0,1,0,3,2016-10-18-9-20,2016-10-18 09:20:00,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,18,9,1016814.0,101.214285714,14.0
33,80.46,2016,10,9,40,9,1013.0,1018.0,1,0,1,2016-10-18-9-40,2016-10-18 09:40:00,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,18,9,1017991.0,189.666666667,6.0
34,180.72,2016,10,9,40,9,1013.0,1018.0,1,0,2,2016-10-18-9-40,2016-10-18 09:40:00,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,18,9,1013157.0,60.375,8.0
35,111.03,2016,10,9,40,9,1013.0,1018.0,1,0,3,2016-10-18-9-40,2016-10-18 09:40:00,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,18,9,1020314.0,165.5,16.0
36,201.82,2016,10,15,0,15,1011.6,1016.6,1,0,1,2016-10-19-17-0,2016-10-19 17:00:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,19,17,1016795.0,214.5,2.0
37,149.5,2016,10,15,0,15,1011.6,1016.6,1,0,2,2016-10-19-17-0,2016-10-19 17:00:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,19,17,1028155.0,60.8461538462,13.0
38,123.29,2016,10,15,0,15,1011.6,1016.6,1,0,3,2016-10-19-17-0,2016-10-19 17:00:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,19,17,1027251.0,114.083333333,12.0
39,295.94,2016,10,15,20,15,1011.6,1016.6,1,0,1,2016-10-19-17-20,2016-10-19 17:20:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,19,17,1035664.0,160.5,4.0
40,241.33,2016,10,15,20,15,1011.6,1016.6,1,0,2,2016-10-19-17-20,2016-10-19 17:20:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,19,17,1031689.0,65.9,10.0
41,212.52,2016,10,15,20,15,1011.6,1016.6,1,0,3,2016-10-19-17-20,2016-10-19 17:20:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,19,17,1024504.0,121.555555556,18.0
42,120.68,2016,10,15,40,15,1011.6,1016.6,1,0,1,2016-10-19-17-40,2016-10-19 17:40:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,19,17,1025262.0,187.571428571,7.0
43,69.22,2016,10,15,40,15,1011.6,1016.6,1,0,2,2016-10-19-17-40,2016-10-19 17:40:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,19,17,1020068.0,56.7777777778,9.0
44,233.91,2016,10,15,40,15,1011.6,1016.6,1,0,3,2016-10-19-17-40,2016-10-19 17:40:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,19,17,1028747.0,134.05,20.0
45,289.8,2016,10,18,0,18,1010.1,1015.1,1,0,1,2016-10-19-18-0,2016-10-19 18:00:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,19,18,1019924.0,220.25,4.0
46,27.67,2016,10,18,0,18,1010.1,1015.1,1,0,2,2016-10-19-18-0,2016-10-19 18:00:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,19,18,1023892.0,67.1,10.0
47,80.3,2016,10,18,0,18,1010.1,1015.1,1,0,3,2016-10-19-18-0,2016-10-19 18:00:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,19,18,1020768.0,113.8,15.0
48,130.44,2016,10,18,20,18,1010.1,1015.1,1,0,1,2016-10-19-18-20,2016-10-19 18:20:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,19,18,1016539.0,149.0,8.0
49,78.64,2016,10,18,20,18,1010.1,1015.1,1,0,2,2016-10-19-18-20,2016-10-19 18:20:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,19,18,1020584.0,54.9,10.0
50,102.85,2016,10,18,20,18,1010.1,1015.1,1,0,3,2016-10-19-18-20,2016-10-19 18:20:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,19,18,1019446.0,122.055555556,18.0
51,15.8,2016,10,18,40,18,1010.1,1015.1,1,0,1,2016-10-19-18-40,2016-10-19 18:40:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,19,18,1023199.0,156.75,4.0
52,297.76,2016,10,18,40,18,1010.1,1015.1,1,0,2,2016-10-19-18-40,2016-10-19 18:40:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,19,18,1017111.0,69.2,10.0
53,118.45,2016,10,18,40,18,1010.1,1015.1,1,0,3,2016-10-19-18-40,2016-10-19 18:40:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,19,18,1026242.0,115.95,20.0
54,261.65,2016,10,6,0,6,1010.8,1015.8,1,0,1,2016-10-19-8-0,2016-10-19 08:00:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,19,8,1002262.0,110.5,2.0
55,44.87,2016,10,6,0,6,1010.8,1015.8,1,0,2,2016-10-19-8-0,2016-10-19 08:00:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,19,8,1014060.0,39.5714285714,7.0
56,40.96,2016,10,6,0,6,1010.8,1015.8,1,0,3,2016-10-19-8-0,2016-10-19 08:00:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,19,8,1021570.0,101.5,4.0
57,190.16,2016,10,6,20,6,1010.8,1015.8,1,0,1,2016-10-19-8-20,2016-10-19 08:20:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,19,8,1021170.40891,114.212579124,9.2995951417
58,237.98,2016,10,6,20,6,1010.8,1015.8,1,0,2,2016-10-19-8-20,2016-10-19 08:20:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,19,8,1017857.0,56.5454545455,11.0
59,43.75,2016,10,6,20,6,1010.8,1015.8,1,0,3,2016-10-19-8-20,2016-10-19 08:20:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,19,8,1022062.0,140.6,5.0
60,263.27,2016,10,6,40,6,1010.8,1015.8,1,0,1,2016-10-19-8-40,2016-10-19 08:40:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,19,8,1006608.0,84.5,2.0
61,37.15,2016,10,6,40,6,1010.8,1015.8,1,0,2,2016-10-19-8-40,2016-10-19 08:40:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,19,8,1028291.0,36.8,5.0
62,276.68,2016,10,6,40,6,1010.8,1015.8,1,0,3,2016-10-19-8-40,2016-10-19 08:40:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,19,8,1017789.0,136.8,5.0
63,76.13,2016,10,9,0,9,1010.9,1015.9,1,0,1,2016-10-19-9-0,2016-10-19 09:00:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,19,9,1026907.0,141.4,5.0
64,117.96,2016,10,9,0,9,1010.9,1015.9,1,0,2,2016-10-19-9-0,2016-10-19 09:00:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,19,9,1018984.0,69.2,20.0
65,131.09,2016,10,9,0,9,1010.9,1015.9,1,0,3,2016-10-19-9-0,2016-10-19 09:00:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,19,9,1015231.0,138.571428571,7.0
66,201.08,2016,10,9,20,9,1010.9,1015.9,1,0,1,2016-10-19-9-20,2016-10-19 09:20:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,19,9,1018627.0,172.2,5.0
67,267.59,2016,10,9,20,9,1010.9,1015.9,1,0,2,2016-10-19-9-20,2016-10-19 09:20:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,19,9,1015217.0,99.6,5.0
68,87.48,2016,10,9,20,9,1010.9,1015.9,1,0,3,2016-10-19-9-20,2016-10-19 09:20:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,19,9,1018958.0,111.444444444,18.0
69,110.46,2016,10,9,40,9,1010.9,1015.9,1,0,1,2016-10-19-9-40,2016-10-19 09:40:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,19,9,1019106.0,92.3333333333,3.0
