time,tollgate_id,direction,vehicle_model,has_etc,vehicle_type,month,day,hour,minute,date,rounded_hour,rounded_min,date_Rhour,date.1,hour.1,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,is_month_9,is_month_10,is_day_1,is_day_2,is_day_3,is_day_4,is_day_5,is_day_6,is_day_7,is_day_8,is_day_9,is_day_11,is_day_12,is_day_13,is_day_14,is_day_15,is_day_16,is_day_17,is_day_19,is_day_20,is_day_21,is_day_22,is_day_23,is_day_24,is_day_25,is_day_26,is_day_27,is_day_28,is_day_29,is_day_30,is_hour_0,is_hour_1,is_hour_2,is_hour_3,is_hour_4,is_hour_5,is_hour_6,is_hour_7,is_hour_8,is_hour_9,is_hour_10,is_hour_11,is_hour_12,is_hour_13,is_hour_14,is_hour_15,is_hour_16,is_hour_17,is_hour_18,is_hour_19,is_hour_20,is_hour_21,is_hour_22,is_hour_23,is_tollgate_1,is_tollgate_2,is_tollgate_3,is_direction_0,is_direction_1,log_wind_direction,norm_rel_humidity,norm_pressure,norm_sea_pressure,norm_temperature,sequence
2016-09-19 23:22:09,3,0,1,0,,9,19,23,22,2016-09-19,21,20,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,10
2016-09-19 23:23:41,1,0,2,0,,9,19,23,23,2016-09-19,21,20,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,11
2016-09-19 23:23:56,2,0,2,0,,9,19,23,23,2016-09-19,21,20,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,12
2016-09-19 23:27:21,2,0,4,1,,9,19,23,27,2016-09-19,21,20,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,13
2016-09-19 23:25:41,3,0,1,0,,9,19,23,25,2016-09-19,21,20,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,14
2016-09-19 23:25:38,2,0,2,0,,9,19,23,25,2016-09-19,21,20,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,15
2016-09-19 23:26:03,2,0,2,0,,9,19,23,26,2016-09-19,21,20,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,16
2016-09-19 23:26:32,3,0,1,0,,9,19,23,26,2016-09-19,21,20,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,17
2016-09-19 23:27:04,3,0,1,0,,9,19,23,27,2016-09-19,21,20,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,18
2016-09-19 23:30:21,1,0,2,0,,9,19,23,30,2016-09-19,21,20,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,19
2016-09-19 23:29:45,3,0,2,0,,9,19,23,29,2016-09-19,21,20,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,20
2016-09-19 23:33:07,3,0,2,0,,9,19,23,33,2016-09-19,21,20,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,21
2016-09-19 23:30:45,1,0,1,0,,9,19,23,30,2016-09-19,21,20,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,22
2016-09-19 23:30:59,1,0,1,1,,9,19,23,30,2016-09-19,21,20,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,23
2016-09-19 23:32:36,1,0,1,0,,9,19,23,32,2016-09-19,21,20,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,24
2016-09-19 23:32:29,3,0,2,0,,9,19,23,32,2016-09-19,21,20,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,25
2016-09-19 23:32:49,3,0,2,0,,9,19,23,32,2016-09-19,21,20,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,26
2016-09-19 23:49:50,3,0,1,0,,9,19,23,49,2016-09-19,21,40,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,27
2016-09-19 23:40:42,3,0,2,0,,9,19,23,40,2016-09-19,21,40,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,28
2016-09-19 23:45:00,1,0,1,0,,9,19,23,45,2016-09-19,21,40,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,29
2016-09-19 23:50:04,3,0,2,0,,9,19,23,50,2016-09-19,21,40,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,30
2016-09-19 23:45:31,2,0,2,0,,9,19,23,45,2016-09-19,21,40,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,31
2016-09-19 23:45:48,3,0,2,0,,9,19,23,45,2016-09-19,21,40,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,32
2016-09-19 23:41:33,2,0,1,0,,9,19,23,41,2016-09-19,21,40,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,33
2016-09-19 23:46:02,3,0,1,0,,9,19,23,46,2016-09-19,21,40,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,34
2016-09-19 23:46:14,2,0,2,0,,9,19,23,46,2016-09-19,21,40,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,35
2016-09-19 23:46:30,3,0,2,0,,9,19,23,46,2016-09-19,21,40,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,36
2016-09-19 23:51:43,3,0,1,0,,9,19,23,51,2016-09-19,21,40,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,37
2016-09-19 23:42:07,3,0,1,0,,9,19,23,42,2016-09-19,21,40,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,38
2016-09-19 23:42:12,3,0,1,1,,9,19,23,42,2016-09-19,21,40,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,39
2016-09-19 23:42:19,1,0,4,1,,9,19,23,42,2016-09-19,21,40,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,40
2016-09-19 23:46:55,1,0,1,0,,9,19,23,46,2016-09-19,21,40,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,41
2016-09-19 23:52:27,3,0,2,0,,9,19,23,52,2016-09-19,21,40,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,42
2016-09-19 23:42:26,3,0,1,0,,9,19,23,42,2016-09-19,21,40,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,43
2016-09-19 23:42:39,3,0,2,0,,9,19,23,42,2016-09-19,21,40,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,44
2016-09-19 23:47:12,1,0,1,1,,9,19,23,47,2016-09-19,21,40,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,45
2016-09-19 23:51:31,3,0,1,1,,9,19,23,51,2016-09-19,21,40,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,46
2016-09-19 23:37:40,2,0,2,0,,9,19,23,37,2016-09-19,21,20,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,47
2016-09-19 23:47:04,3,0,2,0,,9,19,23,47,2016-09-19,21,40,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,48
2016-09-19 23:43:05,3,0,2,0,,9,19,23,43,2016-09-19,21,40,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,49
2016-09-19 23:47:49,3,0,1,0,,9,19,23,47,2016-09-19,21,40,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,50
2016-09-19 23:47:42,2,0,1,0,,9,19,23,47,2016-09-19,21,40,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,51
2016-09-19 23:38:10,1,0,1,0,,9,19,23,38,2016-09-19,21,20,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,52
2016-09-19 23:38:24,1,0,1,0,,9,19,23,38,2016-09-19,21,20,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,53
2016-09-19 23:33:44,3,0,1,0,,9,19,23,33,2016-09-19,21,20,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,54
2016-09-19 23:39:29,3,0,1,0,,9,19,23,39,2016-09-19,21,20,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,55
2016-09-19 23:44:05,2,0,2,0,,9,19,23,44,2016-09-19,21,40,2016-09-1921,2016-09-19,21,1012,1017,319,2.7,19.1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,5.76519,0.589286,0.584416,0.583333,0.26738,56
