window_time_formatted,tollgate_id,direction,vehicle_id,travel_time,count_traj,window_time_formatted,direction,tollgate_id
2016-10-18 17:40:00,3,0,1028728,146.583333333,12,2016-10-18 17:40:00,0,3
2016-10-18 18:00:00,1,0,1035598,129.666666667,6,2016-10-18 18:00:00,0,1
2016-10-18 18:00:00,2,0,1018901,64.6923076923,13,2016-10-18 18:00:00,0,2
2016-10-18 18:00:00,3,0,1019541,126.571428571,14,2016-10-18 18:00:00,0,3
2016-10-18 18:20:00,1,0,1017017,165.0,4,2016-10-18 18:20:00,0,1
2016-10-18 18:20:00,2,0,1014413,71.1,10,2016-10-18 18:20:00,0,2
2016-10-18 18:20:00,3,0,1017582,102.411764706,17,2016-10-18 18:20:00,0,3
2016-10-18 18:40:00,1,0,1024861,201.25,4,2016-10-18 18:40:00,0,1
2016-10-18 18:40:00,2,0,1027983,98.7272727273,11,2016-10-18 18:40:00,0,2
2016-10-18 18:40:00,3,0,1021577,126.0,15,2016-10-18 18:40:00,0,3
2016-10-18 19:00:00,3,0,1018901,161.0,1,2016-10-18 19:00:00,0,3
2016-10-19 08:00:00,1,0,1002262,110.5,2,2016-10-19 08:00:00,0,1
2016-10-19 08:00:00,2,0,1014060,39.5714285714,7,2016-10-19 08:00:00,0,2
2016-10-19 08:00:00,3,0,1021570,101.5,4,2016-10-19 08:00:00,0,3
2016-10-19 08:20:00,2,0,1017857,56.5454545455,11,2016-10-19 08:20:00,0,2
2016-10-19 08:20:00,3,0,1022062,140.6,5,2016-10-19 08:20:00,0,3
2016-10-19 08:40:00,1,0,1006608,84.5,2,2016-10-19 08:40:00,0,1
2016-10-19 08:40:00,2,0,1028291,36.8,5,2016-10-19 08:40:00,0,2
2016-10-19 08:40:00,3,0,1017789,136.8,5,2016-10-19 08:40:00,0,3
2016-10-19 09:00:00,1,0,1026907,141.4,5,2016-10-19 09:00:00,0,1
2016-10-19 09:00:00,2,0,1018984,69.2,20,2016-10-19 09:00:00,0,2
2016-10-19 09:00:00,3,0,1015231,138.571428571,7,2016-10-19 09:00:00,0,3
2016-10-19 09:20:00,1,0,1018627,172.2,5,2016-10-19 09:20:00,0,1
2016-10-19 09:20:00,2,0,1015217,99.6,5,2016-10-19 09:20:00,0,2
2016-10-19 09:20:00,3,0,1018958,111.444444444,18,2016-10-19 09:20:00,0,3
2016-10-19 09:40:00,1,0,1019106,92.3333333333,3,2016-10-19 09:40:00,0,1
2016-10-19 09:40:00,2,0,1014654,57.7142857143,14,2016-10-19 09:40:00,0,2
2016-10-19 09:40:00,3,0,1014767,171.923076923,13,2016-10-19 09:40:00,0,3
2016-10-19 10:00:00,3,0,1017345,223.666666667,3,2016-10-19 10:00:00,0,3
2016-10-19 17:00:00,1,0,1016795,214.5,2,2016-10-19 17:00:00,0,1
2016-10-19 17:00:00,2,0,1028155,60.8461538462,13,2016-10-19 17:00:00,0,2
2016-10-19 17:00:00,3,0,1027251,114.083333333,12,2016-10-19 17:00:00,0,3
2016-10-19 17:20:00,1,0,1035664,160.5,4,2016-10-19 17:20:00,0,1
2016-10-19 17:20:00,2,0,1031689,65.9,10,2016-10-19 17:20:00,0,2
2016-10-19 17:20:00,3,0,1024504,121.555555556,18,2016-10-19 17:20:00,0,3
2016-10-19 17:40:00,1,0,1025262,187.571428571,7,2016-10-19 17:40:00,0,1
2016-10-19 17:40:00,2,0,1020068,56.7777777778,9,2016-10-19 17:40:00,0,2
2016-10-19 17:40:00,3,0,1028747,134.05,20,2016-10-19 17:40:00,0,3
2016-10-19 18:00:00,1,0,1019924,220.25,4,2016-10-19 18:00:00,0,1
2016-10-19 18:00:00,2,0,1023892,67.1,10,2016-10-19 18:00:00,0,2
2016-10-19 18:00:00,3,0,1020768,113.8,15,2016-10-19 18:00:00,0,3
2016-10-19 18:20:00,1,0,1016539,149.0,8,2016-10-19 18:20:00,0,1
2016-10-19 18:20:00,2,0,1020584,54.9,10,2016-10-19 18:20:00,0,2
2016-10-19 18:20:00,3,0,1019446,122.055555556,18,2016-10-19 18:20:00,0,3
2016-10-19 18:40:00,1,0,1023199,156.75,4,2016-10-19 18:40:00,0,1
2016-10-19 18:40:00,2,0,1017111,69.2,10,2016-10-19 18:40:00,0,2
2016-10-19 18:40:00,3,0,1026242,115.95,20,2016-10-19 18:40:00,0,3
2016-10-19 19:00:00,2,0,1048248,99.0,1,2016-10-19 19:00:00,0,2
2016-10-19 19:00:00,3,0,1002720,117.0,1,2016-10-19 19:00:00,0,3
2016-10-20 08:00:00,1,0,1037333,70.0,1,2016-10-20 08:00:00,0,1
2016-10-20 08:00:00,2,0,1008515,57.4444444444,9,2016-10-20 08:00:00,0,2
2016-10-20 08:00:00,3,0,1009698,124.2,5,2016-10-20 08:00:00,0,3
2016-10-20 08:20:00,1,0,1034531,157.0,1,2016-10-20 08:20:00,0,1
2016-10-20 08:20:00,2,0,1034662,66.0,4,2016-10-20 08:20:00,0,2
2016-10-20 08:20:00,3,0,1020977,98.1666666667,6,2016-10-20 08:20:00,0,3
2016-10-20 08:40:00,1,0,1018142,139.111111111,9,2016-10-20 08:40:00,0,1
2016-10-20 08:40:00,2,0,1030123,60.4,10,2016-10-20 08:40:00,0,2
2016-10-20 08:40:00,3,0,1024224,155.142857143,7,2016-10-20 08:40:00,0,3
2016-10-20 09:00:00,1,0,1013717,146.285714286,7,2016-10-20 09:00:00,0,1
2016-10-20 09:00:00,2,0,1012949,73.5,8,2016-10-20 09:00:00,0,2
2016-10-20 09:00:00,3,0,1019377,179.25,8,2016-10-20 09:00:00,0,3
2016-10-20 09:20:00,1,0,1015089,111.5,2,2016-10-20 09:20:00,0,1
2016-10-20 09:20:00,2,0,1020267,62.7142857143,7,2016-10-20 09:20:00,0,2
2016-10-20 09:20:00,3,0,1021207,153.5,18,2016-10-20 09:20:00,0,3
2016-10-20 09:40:00,1,0,1032203,121.5,4,2016-10-20 09:40:00,0,1
2016-10-20 09:40:00,2,0,1020865,75.3571428571,14,2016-10-20 09:40:00,0,2
2016-10-20 09:40:00,3,0,1016576,158.125,8,2016-10-20 09:40:00,0,3
2016-10-20 10:00:00,3,0,1033032,179.0,1,2016-10-20 10:00:00,0,3
2016-10-20 17:00:00,1,0,1026886,143.428571429,7,2016-10-20 17:00:00,0,1
2016-10-20 17:00:00,2,0,1021191,76.8181818182,11,2016-10-20 17:00:00,0,2
2016-10-20 17:00:00,3,0,1027751,144.625,8,2016-10-20 17:00:00,0,3
2016-10-20 17:20:00,1,0,1022877,129.857142857,7,2016-10-20 17:20:00,0,1
2016-10-20 17:20:00,2,0,1024134,63.4444444444,9,2016-10-20 17:20:00,0,2
2016-10-20 17:20:00,3,0,1018995,102.6875,16,2016-10-20 17:20:00,0,3
2016-10-20 17:40:00,1,0,1027615,137.75,8,2016-10-20 17:40:00,0,1
2016-10-20 17:40:00,2,0,1016503,63.1,20,2016-10-20 17:40:00,0,2
2016-10-20 17:40:00,3,0,1015316,108.3125,16,2016-10-20 17:40:00,0,3
2016-10-20 18:00:00,1,0,1035398,163.0,4,2016-10-20 18:00:00,0,1
2016-10-20 18:00:00,2,0,1022937,60.6,10,2016-10-20 18:00:00,0,2
2016-10-20 18:00:00,3,0,1020202,106.647058824,17,2016-10-20 18:00:00,0,3
2016-10-20 18:20:00,1,0,1020713,158.75,4,2016-10-20 18:20:00,0,1
2016-10-20 18:20:00,2,0,1022361,64.7,10,2016-10-20 18:20:00,0,2
2016-10-20 18:20:00,3,0,1023296,115.166666667,12,2016-10-20 18:20:00,0,3
2016-10-20 18:40:00,1,0,1026800,147.5,2,2016-10-20 18:40:00,0,1
2016-10-20 18:40:00,2,0,1020580,63.0833333333,12,2016-10-20 18:40:00,0,2
2016-10-20 18:40:00,3,0,1023285,153.318181818,22,2016-10-20 18:40:00,0,3
2016-10-20 19:00:00,1,0,1006199,236.0,1,2016-10-20 19:00:00,0,1
2016-10-20 19:00:00,2,0,1008396,57.0,1,2016-10-20 19:00:00,0,2
2016-10-20 19:00:00,3,0,1009039,105.5,2,2016-10-20 19:00:00,0,3
2016-10-21 08:00:00,2,0,1017087,60.5714285714,7,2016-10-21 08:00:00,0,2
2016-10-21 08:00:00,3,0,1001268,112.0,1,2016-10-21 08:00:00,0,3
2016-10-21 08:20:00,1,0,1027024,152.0,2,2016-10-21 08:20:00,0,1
2016-10-21 08:20:00,2,0,1018305,40.5,2,2016-10-21 08:20:00,0,2
2016-10-21 08:20:00,3,0,1021609,101.333333333,6,2016-10-21 08:20:00,0,3
2016-10-21 08:40:00,1,0,1010785,142.666666667,3,2016-10-21 08:40:00,0,1
2016-10-21 08:40:00,2,0,1024530,48.4,10,2016-10-21 08:40:00,0,2
2016-10-21 08:40:00,3,0,1009107,118.333333333,6,2016-10-21 08:40:00,0,3
2016-10-21 09:00:00,1,0,1016552,150.5,4,2016-10-21 09:00:00,0,1
2016-10-21 09:00:00,2,0,1018646,49.3333333333,6,2016-10-21 09:00:00,0,2
2016-10-21 09:00:00,3,0,1012580,124.636363636,11,2016-10-21 09:00:00,0,3
2016-10-21 09:20:00,1,0,1023794,83.0,1,2016-10-21 09:20:00,0,1
2016-10-21 09:20:00,2,0,1017587,56.5,8,2016-10-21 09:20:00,0,2
2016-10-21 09:20:00,3,0,1020973,145.4375,16,2016-10-21 09:20:00,0,3
2016-10-21 09:40:00,1,0,1011934,136.5,4,2016-10-21 09:40:00,0,1
2016-10-21 09:40:00,2,0,1014943,70.0,6,2016-10-21 09:40:00,0,2
2016-10-21 09:40:00,3,0,1014734,148.6,10,2016-10-21 09:40:00,0,3
2016-10-21 10:00:00,3,0,1009088,158.5,2,2016-10-21 10:00:00,0,3
2016-10-21 17:00:00,1,0,1028785,193.166666667,6,2016-10-21 17:00:00,0,1
2016-10-21 17:00:00,2,0,1020274,53.4615384615,13,2016-10-21 17:00:00,0,2
2016-10-21 17:00:00,3,0,1022227,149.105263158,19,2016-10-21 17:00:00,0,3
2016-10-21 17:20:00,1,0,1028841,180.333333333,3,2016-10-21 17:20:00,0,1
2016-10-21 17:20:00,2,0,1021094,86.0833333333,12,2016-10-21 17:20:00,0,2
2016-10-21 17:20:00,3,0,1023928,122.875,24,2016-10-21 17:20:00,0,3
2016-10-21 17:40:00,1,0,1019386,172.125,8,2016-10-21 17:40:00,0,1
2016-10-21 17:40:00,2,0,1018784,81.1666666667,12,2016-10-21 17:40:00,0,2
2016-10-21 17:40:00,3,0,1021804,135.304347826,23,2016-10-21 17:40:00,0,3
2016-10-21 18:00:00,1,0,1021714,135.875,8,2016-10-21 18:00:00,0,1
2016-10-21 18:00:00,2,0,1026715,71.8333333333,12,2016-10-21 18:00:00,0,2
2016-10-21 18:00:00,3,0,1024181,123.846153846,26,2016-10-21 18:00:00,0,3
2016-10-21 18:20:00,1,0,1023778,184.363636364,11,2016-10-21 18:20:00,0,1
2016-10-21 18:20:00,2,0,1027874,107.066666667,15,2016-10-21 18:20:00,0,2
2016-10-21 18:20:00,3,0,1019282,119.730769231,26,2016-10-21 18:20:00,0,3
2016-10-21 18:40:00,1,0,1025434,197.7,10,2016-10-21 18:40:00,0,1
2016-10-21 18:40:00,2,0,1028060,78.3333333333,12,2016-10-21 18:40:00,0,2
2016-10-21 18:40:00,3,0,1024865,123.105263158,19,2016-10-21 18:40:00,0,3
2016-10-21 19:00:00,2,0,1033736,92.6666666667,3,2016-10-21 19:00:00,0,2
2016-10-21 19:00:00,3,0,1037577,144.0,3,2016-10-21 19:00:00,0,3
2016-10-22 08:00:00,1,0,1049087,114.0,1,2016-10-22 08:00:00,0,1
2016-10-22 08:00:00,2,0,1013078,33.25,8,2016-10-22 08:00:00,0,2
2016-10-22 08:20:00,1,0,1004267,105.5,2,2016-10-22 08:20:00,0,1
2016-10-22 08:20:00,2,0,1030512,81.0,3,2016-10-22 08:20:00,0,2
2016-10-22 08:20:00,3,0,1007635,91.875,8,2016-10-22 08:20:00,0,3
2016-10-22 08:40:00,1,0,1004443,150.666666667,3,2016-10-22 08:40:00,0,1
2016-10-22 08:40:00,2,0,1013397,51.8888888889,9,2016-10-22 08:40:00,0,2
2016-10-22 08:40:00,3,0,1018396,116.444444444,9,2016-10-22 08:40:00,0,3
2016-10-22 09:00:00,1,0,1005829,139.5,2,2016-10-22 09:00:00,0,1
2016-10-22 09:00:00,2,0,1016978,50.6,5,2016-10-22 09:00:00,0,2
2016-10-22 09:00:00,3,0,1019587,109.285714286,7,2016-10-22 09:00:00,0,3
2016-10-22 09:20:00,1,0,1029901,138.5,2,2016-10-22 09:20:00,0,1
2016-10-22 09:20:00,2,0,1019830,57.75,4,2016-10-22 09:20:00,0,2
2016-10-22 09:20:00,3,0,1019031,129.428571429,14,2016-10-22 09:20:00,0,3
2016-10-22 09:40:00,1,0,1032103,187.0,1,2016-10-22 09:40:00,0,1
2016-10-22 09:40:00,2,0,1022868,90.4,10,2016-10-22 09:40:00,0,2
2016-10-22 09:40:00,3,0,1025995,132.222222222,9,2016-10-22 09:40:00,0,3
2016-10-22 10:00:00,1,0,1024326,119.0,1,2016-10-22 10:00:00,0,1
2016-10-22 10:00:00,3,0,1046853,137.0,1,2016-10-22 10:00:00,0,3
2016-10-22 17:00:00,1,0,1023521,124.0,1,2016-10-22 17:00:00,0,1
2016-10-22 17:00:00,2,0,1016260,63.4,10,2016-10-22 17:00:00,0,2
2016-10-22 17:00:00,3,0,1026773,127.615384615,13,2016-10-22 17:00:00,0,3
2016-10-22 17:20:00,1,0,1024799,161.888888889,9,2016-10-22 17:20:00,0,1
2016-10-22 17:20:00,2,0,1023314,66.2307692308,13,2016-10-22 17:20:00,0,2
2016-10-22 17:20:00,3,0,1023037,104.0,19,2016-10-22 17:20:00,0,3
2016-10-22 17:40:00,1,0,1012969,178.2,5,2016-10-22 17:40:00,0,1
2016-10-22 17:40:00,2,0,1016683,60.7142857143,7,2016-10-22 17:40:00,0,2
2016-10-22 17:40:00,3,0,1020580,111.136363636,22,2016-10-22 17:40:00,0,3
2016-10-22 18:00:00,1,0,1032090,196.888888889,9,2016-10-22 18:00:00,0,1
2016-10-22 18:00:00,2,0,1019358,68.4666666667,15,2016-10-22 18:00:00,0,2
2016-10-22 18:00:00,3,0,1020031,149.238095238,21,2016-10-22 18:00:00,0,3
2016-10-22 18:20:00,1,0,1020904,158.727272727,11,2016-10-22 18:20:00,0,1
2016-10-22 18:20:00,2,0,1022342,84.1,10,2016-10-22 18:20:00,0,2
2016-10-22 18:20:00,3,0,1022272,113.166666667,18,2016-10-22 18:20:00,0,3
2016-10-22 18:40:00,1,0,1029767,191.75,12,2016-10-22 18:40:00,0,1
2016-10-22 18:40:00,2,0,1018017,65.9230769231,13,2016-10-22 18:40:00,0,2
2016-10-22 18:40:00,3,0,1019879,108.8,15,2016-10-22 18:40:00,0,3
2016-10-22 19:00:00,2,0,1008231,50.0,1,2016-10-22 19:00:00,0,2
2016-10-22 19:00:00,3,0,1018802,128.5,2,2016-10-22 19:00:00,0,3
2016-10-23 08:00:00,1,0,1002858,114.75,4,2016-10-23 08:00:00,0,1
2016-10-23 08:00:00,3,0,1007600,92.6666666667,3,2016-10-23 08:00:00,0,3
2016-10-23 08:20:00,1,0,1000813,152.0,1,2016-10-23 08:20:00,0,1
2016-10-23 08:20:00,2,0,1011739,68.3333333333,3,2016-10-23 08:20:00,0,2
2016-10-23 08:20:00,3,0,1023817,88.6,5,2016-10-23 08:20:00,0,3
2016-10-23 08:40:00,1,0,1001980,184.333333333,3,2016-10-23 08:40:00,0,1
2016-10-23 08:40:00,2,0,1025049,76.4285714286,7,2016-10-23 08:40:00,0,2
2016-10-23 08:40:00,3,0,1005280,116.0,4,2016-10-23 08:40:00,0,3
2016-10-23 09:00:00,1,0,1020212,117.666666667,3,2016-10-23 09:00:00,0,1
2016-10-23 09:00:00,2,0,1022930,42.6666666667,3,2016-10-23 09:00:00,0,2
2016-10-23 09:00:00,3,0,1021700,110.6,5,2016-10-23 09:00:00,0,3
2016-10-23 09:20:00,1,0,1007528,127.0,1,2016-10-23 09:20:00,0,1
2016-10-23 09:20:00,2,0,1015889,48.8333333333,6,2016-10-23 09:20:00,0,2
2016-10-23 09:20:00,3,0,1031898,84.6666666667,6,2016-10-23 09:20:00,0,3
2016-10-23 09:40:00,1,0,1022985,139.5,4,2016-10-23 09:40:00,0,1
2016-10-23 09:40:00,2,0,1012272,68.6666666667,6,2016-10-23 09:40:00,0,2
2016-10-23 09:40:00,3,0,1019444,123.375,8,2016-10-23 09:40:00,0,3
2016-10-23 10:00:00,1,0,1010829,121.0,1,2016-10-23 10:00:00,0,1
2016-10-23 10:00:00,2,0,1010799,47.0,1,2016-10-23 10:00:00,0,2
2016-10-23 17:00:00,1,0,1026144,154.375,8,2016-10-23 17:00:00,0,1
2016-10-23 17:00:00,2,0,1023305,89.2,10,2016-10-23 17:00:00,0,2
2016-10-23 17:00:00,3,0,1020051,123.947368421,19,2016-10-23 17:00:00,0,3
2016-10-23 17:20:00,1,0,1023583,168.5,12,2016-10-23 17:20:00,0,1
2016-10-23 17:20:00,2,0,1019545,83.7857142857,14,2016-10-23 17:20:00,0,2
2016-10-23 17:20:00,3,0,1021826,144.5,20,2016-10-23 17:20:00,0,3
2016-10-23 17:40:00,1,0,1028877,133.25,12,2016-10-23 17:40:00,0,1
2016-10-23 17:40:00,2,0,1029373,90.6153846154,13,2016-10-23 17:40:00,0,2
2016-10-23 17:40:00,3,0,1025957,182.75862069,29,2016-10-23 17:40:00,0,3
2016-10-23 18:00:00,1,0,1022974,144.7,10,2016-10-23 18:00:00,0,1
2016-10-23 18:00:00,2,0,1019920,70.8461538462,13,2016-10-23 18:00:00,0,2
2016-10-23 18:00:00,3,0,1021384,134.92,25,2016-10-23 18:00:00,0,3
2016-10-23 18:20:00,1,0,1039713,177.0,3,2016-10-23 18:20:00,0,1
2016-10-23 18:20:00,2,0,1019103,74.8571428571,14,2016-10-23 18:20:00,0,2
2016-10-23 18:20:00,3,0,1029351,139.545454545,11,2016-10-23 18:20:00,0,3
2016-10-23 18:40:00,1,0,1030206,256.636363636,11,2016-10-23 18:40:00,0,1
2016-10-23 18:40:00,2,0,1023747,71.0666666667,15,2016-10-23 18:40:00,0,2
2016-10-23 18:40:00,3,0,1022470,104.481481481,27,2016-10-23 18:40:00,0,3
2016-10-23 19:00:00,3,0,1050761,208.0,1,2016-10-23 19:00:00,0,3
2016-10-24 08:00:00,1,0,1015976,129.75,8,2016-10-24 08:00:00,0,1
2016-10-24 08:00:00,2,0,1020086,40.6666666667,6,2016-10-24 08:00:00,0,2
2016-10-24 08:00:00,3,0,1022420,105.6,5,2016-10-24 08:00:00,0,3
2016-10-24 08:20:00,2,0,1027496,49.5714285714,7,2016-10-24 08:20:00,0,2
2016-10-24 08:20:00,3,0,1006429,123.333333333,6,2016-10-24 08:20:00,0,3
2016-10-24 08:40:00,1,0,1017864,158.5,4,2016-10-24 08:40:00,0,1
2016-10-24 08:40:00,2,0,1016063,36.8,5,2016-10-24 08:40:00,0,2
2016-10-24 08:40:00,3,0,1019681,140.875,8,2016-10-24 08:40:00,0,3
2016-10-24 09:00:00,1,0,1015462,147.285714286,7,2016-10-24 09:00:00,0,1
2016-10-24 09:00:00,2,0,1017326,75.0,8,2016-10-24 09:00:00,0,2
2016-10-24 09:00:00,3,0,1022924,156.818181818,11,2016-10-24 09:00:00,0,3
2016-10-24 09:20:00,1,0,1039322,235.666666667,3,2016-10-24 09:20:00,0,1
2016-10-24 09:20:00,2,0,1016403,53.4285714286,7,2016-10-24 09:20:00,0,2
2016-10-24 09:20:00,3,0,1020718,155.357142857,14,2016-10-24 09:20:00,0,3
2016-10-24 09:40:00,1,0,1014588,206.0,2,2016-10-24 09:40:00,0,1
2016-10-24 09:40:00,2,0,1027254,77.8,10,2016-10-24 09:40:00,0,2
2016-10-24 09:40:00,3,0,1021586,172.444444444,9,2016-10-24 09:40:00,0,3
2016-10-24 10:00:00,1,0,1022579,172.0,2,2016-10-24 10:00:00,0,1
2016-10-24 10:00:00,3,0,1012387,257.0,4,2016-10-24 10:00:00,0,3
2016-10-24 17:00:00,1,0,1029513,138.333333333,12,2016-10-24 17:00:00,0,1
2016-10-24 17:00:00,2,0,1020756,97.125,8,2016-10-24 17:00:00,0,2
2016-10-24 17:00:00,3,0,1025345,126.928571429,14,2016-10-24 17:00:00,0,3
2016-10-24 17:20:00,1,0,1024734,140.875,8,2016-10-24 17:20:00,0,1
2016-10-24 17:20:00,2,0,1020560,53.1666666667,12,2016-10-24 17:20:00,0,2
2016-10-24 17:20:00,3,0,1028506,99.5,18,2016-10-24 17:20:00,0,3
2016-10-24 17:40:00,1,0,1018068,140.5,4,2016-10-24 17:40:00,0,1
2016-10-24 17:40:00,2,0,1026906,44.0833333333,12,2016-10-24 17:40:00,0,2
2016-10-24 17:40:00,3,0,1028462,118.85,20,2016-10-24 17:40:00,0,3
2016-10-24 18:00:00,1,0,1031160,152.666666667,3,2016-10-24 18:00:00,0,1
2016-10-24 18:00:00,2,0,1019177,86.2857142857,14,2016-10-24 18:00:00,0,2
2016-10-24 18:00:00,3,0,1025755,116.266666667,15,2016-10-24 18:00:00,0,3
2016-10-24 18:20:00,1,0,1030577,143.8,10,2016-10-24 18:20:00,0,1
2016-10-24 18:20:00,2,0,1025597,71.1428571429,7,2016-10-24 18:20:00,0,2
2016-10-24 18:20:00,3,0,1022609,91.5,8,2016-10-24 18:20:00,0,3
2016-10-24 18:40:00,1,0,1020250,139.833333333,6,2016-10-24 18:40:00,0,1
2016-10-24 18:40:00,2,0,1022920,60.125,8,2016-10-24 18:40:00,0,2
2016-10-24 18:40:00,3,0,1023647,132.285714286,14,2016-10-24 18:40:00,0,3
2016-10-24 19:00:00,2,0,1035816,44.0,1,2016-10-24 19:00:00,0,2
2016-10-24 19:00:00,3,0,1004452,127.333333333,3,2016-10-24 19:00:00,0,3
