,Unnamed: 0,vehicle_model,has_etc,vehicle_type,month,minute,hour_y,pressure,sea_pressure,count,direction,tollgate_id,window_time,window_time_formatted,is_festival,is_working_day,weekday_0.0,weekday_1.0,weekday_2.0,weekday_3.0,weekday_4.0,weekday_5.0,weekday_6.0,day_1.0,day_2.0,day_3.0,day_4.0,day_5.0,day_6.0,day_7.0,day_8.0,day_9.0,day_10.0,day_11.0,day_12.0,day_13.0,day_14.0,day_15.0,day_16.0,day_17.0,day_19.0,day_20.0,day_21.0,day_22.0,day_23.0,day_24.0,day_25.0,day_26.0,day_27.0,day_28.0,day_29.0,day_30.0,hour_0.0,hour_1.0,hour_2.0,hour_3.0,hour_4.0,hour_5.0,hour_6.0,hour_7.0,hour_8.0,hour_9.0,hour_10.0,hour_11.0,hour_12.0,hour_13.0,hour_14.0,hour_15.0,hour_16.0,hour_17.0,hour_18.0,hour_19.0,hour_20.0,hour_21.0,hour_22.0,hour_23.0,rounded_min_0.0,rounded_min_20.0,rounded_min_40.0,wind_direction_0.0,wind_direction_15.0,wind_direction_30.0,wind_direction_45.0,wind_direction_60.0,wind_direction_75.0,wind_direction_90.0,wind_direction_105.0,wind_direction_120.0,wind_direction_150.0,wind_direction_165.0,wind_direction_180.0,wind_direction_195.0,wind_direction_210.0,wind_direction_225.0,wind_direction_240.0,wind_direction_270.0,wind_direction_285.0,wind_direction_300.0,wind_direction_315.0,wind_direction_330.0,wind_direction_345.0,wind_direction_360.0,wind_speed_0.0,wind_speed_1.0,wind_speed_2.0,wind_speed_3.0,wind_speed_4.0,wind_speed_5.0,wind_speed_6.0,wind_speed_7.0,temperature_14.0,temperature_16.0,temperature_18.0,temperature_20.0,temperature_22.0,temperature_24.0,temperature_26.0,temperature_28.0,temperature_30.0,temperature_32.0,rel_humidity_40.0,rel_humidity_50.0,rel_humidity_60.0,rel_humidity_70.0,rel_humidity_80.0,rel_humidity_90.0,precipitation_-0.0,precipitation_1.0,precipitation_2.0,precipitation_3.0,precipitation_5.0,day,hour,vehicle_id,travel_time,count_traj,day_hour,month_day,wind_direction_135.0,wind_direction_255.0,precipitation_0.0,precipitation_4.0
93,93,1.11111111111,0.0555555555556,,9.0,48.1666666667,18.0,1011.1,1016.1,18,0,1,2016-09-19-18-40,2016-09-19 18:40:00,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,19.0,18.0,1033123.0,134.2,5.0,91918,919,0,0,0,0
168,168,1.25,0.25,,9.0,11.375,6.0,1007.4,1012.3,8,0,1,2016-09-19-6-0,2016-09-19 06:00:00,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,19.0,6.0,1045748.0,118.0,1.0,9196,919,0,0,0,0
171,171,1.07692307692,0.384615384615,,9.0,29.2307692308,6.0,1007.4,1012.3,13,0,1,2016-09-19-6-20,2016-09-19 06:20:00,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,19.0,6.0,1022202.11906,111.39752995,9.23301154647,9196,919,0,0,0,0
174,174,1.21875,0.28125,,9.0,48.71875,6.0,1007.4,1012.3,32,0,1,2016-09-19-6-40,2016-09-19 06:40:00,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,19.0,6.0,1007584.0,121.0,1.0,9196,919,0,0,0,0
177,177,1.20512820513,0.25641025641,,9.0,10.0256410256,6.0,1007.4,1012.3,39,0,1,2016-09-19-7-0,2016-09-19 07:00:00,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,19.0,7.0,1022202.11906,111.39752995,9.23301154647,9197,919,0,0,0,0
180,180,1.03225806452,0.354838709677,,9.0,29.2903225806,6.0,1007.4,1012.3,31,0,1,2016-09-19-7-20,2016-09-19 07:20:00,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,19.0,7.0,1022202.11906,111.39752995,9.23301154647,9197,919,0,0,0,0
183,183,1.09302325581,0.372093023256,,9.0,50.2558139535,6.0,1007.4,1012.3,43,0,1,2016-09-19-7-40,2016-09-19 07:40:00,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,19.0,7.0,1021536.0,148.6,5.0,9197,919,0,0,0,0
186,186,1.10869565217,0.369565217391,,9.0,10.6304347826,6.0,1007.4,1012.3,46,0,1,2016-09-19-8-0,2016-09-19 08:00:00,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,19.0,8.0,1013841.0,137.5,2.0,9198,919,0,0,0,0
189,189,1.19642857143,0.303571428571,,9.0,30.1071428571,6.0,1007.4,1012.3,56,0,1,2016-09-19-8-20,2016-09-19 08:20:00,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,19.0,8.0,1022850.0,95.0,1.0,9198,919,0,0,0,0
192,192,0.853658536585,0.219512195122,,9.0,49.5365853659,6.0,1007.4,1012.3,41,0,1,2016-09-19-8-40,2016-09-19 08:40:00,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,19.0,8.0,1018617.0,140.75,4.0,9198,919,0,0,0,0
195,195,1.12,0.36,,9.0,9.56,9.0,1008.3,1013.3,50,0,1,2016-09-19-9-0,2016-09-19 09:00:00,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,19.0,9.0,1028089.0,143.125,8.0,9199,919,0,0,0,0
198,198,1.20408163265,0.204081632653,,9.0,30.4285714286,9.0,1008.3,1013.3,49,0,1,2016-09-19-9-20,2016-09-19 09:20:00,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,19.0,9.0,1030395.0,149.625,8.0,9199,919,0,0,0,0
201,201,1.04545454545,0.0681818181818,,9.0,49.2045454545,9.0,1008.3,1013.3,44,0,1,2016-09-19-9-40,2016-09-19 09:40:00,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,19.0,9.0,1016633.0,137.5,4.0,9199,919,0,0,0,0
264,264,1.07042253521,0.225352112676,,9.0,10.0845070423,15.0,1014.0,1019.0,71,0,1,2016-09-20-15-0,2016-09-20 15:00:00,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,20.0,15.0,1028969.0,149.857142857,14.0,92015,920,0,0,0,0
267,267,1.125,0.234375,,9.0,29.4375,15.0,1014.0,1019.0,64,0,1,2016-09-20-15-20,2016-09-20 15:20:00,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,20.0,15.0,1026012.0,149.363636364,11.0,92015,920,0,0,0,0
270,270,1.1095890411,0.191780821918,,9.0,49.4931506849,15.0,1014.0,1019.0,73,0,1,2016-09-20-15-40,2016-09-20 15:40:00,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,20.0,15.0,1028789.0,149.7,10.0,92015,920,0,0,0,0
273,273,1.02083333333,0.354166666667,,9.0,8.45833333333,15.0,1014.0,1019.0,48,0,1,2016-09-20-16-0,2016-09-20 16:00:00,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,20.0,16.0,1026682.0,151.0,14.0,92016,920,0,0,0,0
276,276,1.0701754386,0.245614035088,,9.0,30.1754385965,15.0,1014.0,1019.0,57,0,1,2016-09-20-16-20,2016-09-20 16:20:00,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,20.0,16.0,1025725.0,175.7,10.0,92016,920,0,0,0,0
279,279,1.0,0.291666666667,,9.0,49.5833333333,15.0,1014.0,1019.0,48,0,1,2016-09-20-16-40,2016-09-20 16:40:00,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,20.0,16.0,1026997.0,157.75,8.0,92016,920,0,0,0,0
282,282,1.05263157895,0.236842105263,,9.0,9.89473684211,15.0,1014.0,1019.0,38,0,1,2016-09-20-17-0,2016-09-20 17:00:00,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,20.0,17.0,1028276.0,116.333333333,6.0,92017,920,0,0,0,0
285,285,1.11904761905,0.333333333333,,9.0,30.6904761905,15.0,1014.0,1019.0,42,0,1,2016-09-20-17-20,2016-09-20 17:20:00,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,20.0,17.0,1012894.0,144.0,3.0,92017,920,0,0,0,0
288,288,1.07894736842,0.394736842105,,9.0,49.1052631579,15.0,1014.0,1019.0,38,0,1,2016-09-20-17-40,2016-09-20 17:40:00,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,20.0,17.0,1026871.0,159.0,7.0,92017,920,0,0,0,0
291,291,1.11538461538,0.153846153846,,9.0,7.96153846154,18.0,1013.8,1018.8,26,0,1,2016-09-20-18-0,2016-09-20 18:00:00,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,20.0,18.0,1031154.0,183.333333333,3.0,92018,920,0,0,0,0
